Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD)
731,48,Male,Boots,Footwear,25
732,43,Male,Coat,Outerwear,28
733,34,Male,Shirt,Clothing,57
734,45,Male,Dress,Clothing,36
735,65,Male,Shirt,Clothing,69
736,61,Male,Sunglasses,Accessories,48
737,18,Male,Dress,Clothing,58
738,47,Male,Sunglasses,Accessories,24
739,56,Male,Sunglasses,Accessories,31
740,64,Male,Shorts,Clothing,29
741,26,Male,Jeans,Clothing,69
742,22,Male,T-shirt,Clothing,79
743,64,Male,Pants,Clothing,39
744,21,Male,Sunglasses,Accessories,84
745,67,Male,Boots,Footwear,66
746,46,Male,T-shirt,Clothing,92
747,40,Male,Sandals,Footwear,45
748,51,Male,Shorts,Clothing,74
749,35,Male,Hat,Accessories,39
750,56,Male,Scarf,Accessories,71
751,25,Male,T-shirt,Clothing,95
752,65,Male,Gloves,Accessories,72
753,39,Male,Scarf,Accessories,85
754,47,Male,Boots,Footwear,54
755,36,Male,Gloves,Accessories,41
756,66,Male,Coat,Outerwear,24
757,62,Male,Belt,Accessories,99
758,41,Male,Hoodie,Clothing,32
759,66,Male,Shoes,Footwear,71
760,51,Male,Dress,Clothing,49
761,33,Male,Gloves,Accessories,50
762,57,Male,Jewelry,Accessories,91
763,45,Male,Belt,Accessories,46
764,61,Male,Sweater,Clothing,50
765,55,Male,Skirt,Clothing,39
766,54,Male,Sneakers,Footwear,99
767,57,Male,Gloves,Accessories,48
768,27,Male,Coat,Outerwear,77
769,64,Male,Backpack,Accessories,95
770,52,Male,Socks,Clothing,100
771,19,Male,Sneakers,Footwear,54
772,22,Male,Sweater,Clothing,68
773,18,Male,Jeans,Clothing,22
774,29,Male,Hat,Accessories,84
775,42,Male,Hat,Accessories,46
776,49,Male,Handbag,Accessories,53
777,49,Male,Shirt,Clothing,60
778,55,Male,Socks,Clothing,32
779,29,Male,Socks,Clothing,50
780,60,Male,Dress,Clothing,94
781,34,Male,Shoes,Footwear,26
782,30,Male,Scarf,Accessories,44
783,28,Male,Hoodie,Clothing,57
784,63,Male,T-shirt,Clothing,65
785,31,Male,Jeans,Clothing,72
786,46,Male,Shorts,Clothing,62
787,70,Male,Hat,Accessories,21
788,53,Male,Handbag,Accessories,85
789,50,Male,Pants,Clothing,51
790,33,Male,Handbag,Accessories,84
791,22,Male,Sweater,Clothing,37
792,50,Male,Scarf,Accessories,44
793,34,Male,Sneakers,Footwear,45
794,24,Male,Pants,Clothing,35
795,69,Male,Backpack,Accessories,50
796,39,Male,Sandals,Footwear,26
797,42,Male,Socks,Clothing,78
798,42,Male,Coat,Outerwear,82
799,29,Male,Socks,Clothing,39
800,55,Male,Belt,Accessories,55
801,32,Male,Socks,Clothing,20
802,25,Male,Belt,Accessories,29
803,38,Male,Pants,Clothing,41
804,32,Male,Shorts,Clothing,38
805,43,Male,Boots,Footwear,47
806,41,Male,Dress,Clothing,30
807,56,Male,Jeans,Clothing,56
808,27,Male,T-shirt,Clothing,89
809,46,Male,Shoes,Footwear,96
810,48,Male,Boots,Footwear,81
811,52,Male,Scarf,Accessories,83
812,18,Male,Sneakers,Footwear,35
813,64,Male,Boots,Footwear,56
814,54,Male,Handbag,Accessories,45
815,31,Male,Shirt,Clothing,62
816,30,Male,Hat,Accessories,84
817,26,Male,Sweater,Clothing,24
818,25,Male,Handbag,Accessories,21
819,59,Male,Shirt,Clothing,91
820,55,Male,Sunglasses,Accessories,36
821,56,Male,Sneakers,Footwear,39
822,62,Male,Hoodie,Clothing,39
823,35,Male,Shirt,Clothing,59
824,51,Male,Sunglasses,Accessories,27
825,61,Male,Blouse,Clothing,94
826,27,Male,Belt,Accessories,94
827,54,Male,Dress,Clothing,94
828,31,Male,Shoes,Footwear,51
829,24,Male,Socks,Clothing,62
830,42,Male,Socks,Clothing,57
831,41,Male,Shorts,Clothing,76
832,66,Male,Gloves,Accessories,63
833,58,Male,Jacket,Outerwear,80
834,43,Male,Handbag,Accessories,68
835,52,Male,Backpack,Accessories,89
836,35,Male,Boots,Footwear,26
837,23,Male,Gloves,Accessories,90
838,25,Male,Hoodie,Clothing,28
839,33,Male,Coat,Outerwear,29
840,48,Male,Shirt,Clothing,31
841,42,Male,Shirt,Clothing,24
842,55,Male,Sweater,Clothing,88
843,59,Male,Shirt,Clothing,87
844,65,Male,Hoodie,Clothing,80
845,59,Male,Sandals,Footwear,48
846,31,Male,Belt,Accessories,21
847,49,Male,Boots,Footwear,72
848,53,Male,Hoodie,Clothing,44
849,48,Male,Sandals,Footwear,73
850,23,Male,Jeans,Clothing,61
851,68,Male,Shoes,Footwear,20
852,35,Male,Sandals,Footwear,86
853,34,Male,Dress,Clothing,60
854,62,Male,Hat,Accessories,43
855,21,Male,Pants,Clothing,44
856,70,Male,Socks,Clothing,76
857,55,Male,Shirt,Clothing,33
858,43,Male,Shorts,Clothing,60
859,19,Male,Jacket,Outerwear,26
860,47,Male,Hoodie,Clothing,73
861,26,Male,Shoes,Footwear,87
862,46,Male,Skirt,Clothing,100
863,19,Male,Coat,Outerwear,84
864,49,Male,Sneakers,Footwear,41
865,51,Male,Jeans,Clothing,59
866,64,Male,Blouse,Clothing,26
867,67,Male,Sunglasses,Accessories,69
868,37,Male,Jacket,Outerwear,20
869,40,Male,Dress,Clothing,83
870,38,Male,Hat,Accessories,54
871,66,Male,Hoodie,Clothing,66
872,47,Male,Handbag,Accessories,42
873,56,Male,Jeans,Clothing,33
874,51,Male,Boots,Footwear,77
875,25,Male,Jacket,Outerwear,65
876,37,Male,Sandals,Footwear,39
877,41,Male,Belt,Accessories,51
878,64,Male,Handbag,Accessories,65
879,23,Male,Sunglasses,Accessories,89
880,62,Male,Skirt,Clothing,76
881,39,Male,Backpack,Accessories,75
882,52,Male,Sandals,Footwear,61
883,50,Male,Boots,Footwear,35
884,28,Male,Sneakers,Footwear,37
885,67,Male,Skirt,Clothing,91
886,41,Male,Dress,Clothing,99
887,19,Male,Shorts,Clothing,54
888,70,Male,Handbag,Accessories,47
889,49,Male,Scarf,Accessories,77
890,59,Male,Belt,Accessories,84
891,52,Male,Gloves,Accessories,51
892,20,Male,Skirt,Clothing,26
893,31,Male,Shorts,Clothing,64
894,33,Male,Backpack,Accessories,51
895,44,Male,Hoodie,Clothing,60
896,40,Male,Hat,Accessories,69
897,69,Male,Jewelry,Accessories,29
898,29,Male,Shirt,Clothing,91
899,54,Male,Belt,Accessories,70
900,65,Male,Sweater,Clothing,58
901,54,Male,Hat,Accessories,98
902,60,Male,Scarf,Accessories,68
903,43,Male,Hat,Accessories,44
904,44,Male,Jacket,Outerwear,45
905,69,Male,T-shirt,Clothing,99
906,46,Male,Dress,Clothing,68
907,41,Male,Pants,Clothing,56
908,32,Male,Sweater,Clothing,43
909,26,Male,Sunglasses,Accessories,99
910,61,Male,Belt,Accessories,56
911,49,Male,Hoodie,Clothing,25
912,53,Male,Pants,Clothing,74
913,24,Male,Hoodie,Clothing,56
914,37,Male,Sneakers,Footwear,47
915,43,Male,Dress,Clothing,67
916,31,Male,Dress,Clothing,22
917,49,Male,Jeans,Clothing,34
918,69,Male,Sweater,Clothing,64
919,65,Male,Shorts,Clothing,42
920,41,Male,Shirt,Clothing,82
921,37,Male,Belt,Accessories,81
922,70,Male,Coat,Outerwear,24
923,63,Male,Sneakers,Footwear,60
924,55,Male,Shirt,Clothing,24
925,52,Male,Socks,Clothing,78
926,22,Male,Jeans,Clothing,88
927,54,Male,Jeans,Clothing,63
928,28,Male,Sneakers,Footwear,78
929,67,Male,Dress,Clothing,37
930,59,Male,Boots,Footwear,94
931,26,Male,T-shirt,Clothing,78
932,24,Male,Coat,Outerwear,36
933,62,Male,Skirt,Clothing,24
934,70,Male,Sneakers,Footwear,84
935,45,Male,Jeans,Clothing,47
936,58,Male,Hoodie,Clothing,51
937,31,Male,Shoes,Footwear,84
938,32,Male,Shorts,Clothing,24
939,36,Male,Blouse,Clothing,97
940,25,Male,T-shirt,Clothing,89
941,48,Male,Belt,Accessories,44
942,39,Male,Handbag,Accessories,35
943,26,Male,Dress,Clothing,91
944,32,Male,Hat,Accessories,63
945,54,Male,Belt,Accessories,97
946,38,Male,Boots,Footwear,38
947,46,Male,Coat,Outerwear,24
948,57,Male,Blouse,Clothing,32
949,49,Male,Hat,Accessories,90
950,33,Male,Jeans,Clothing,36
951,54,Male,Backpack,Accessories,37
952,47,Male,Dress,Clothing,51
953,36,Male,Hat,Accessories,71
954,68,Male,Sunglasses,Accessories,50
955,60,Male,Hat,Accessories,74
956,55,Male,Dress,Clothing,75
957,29,Male,Shirt,Clothing,99
958,38,Male,Scarf,Accessories,23
959,70,Male,Sneakers,Footwear,53
960,36,Male,Skirt,Clothing,99
961,18,Male,Jewelry,Accessories,48
962,62,Male,Boots,Footwear,72
963,29,Male,Sunglasses,Accessories,64
964,21,Male,Boots,Footwear,63
965,42,Male,Sandals,Footwear,51
966,43,Male,Boots,Footwear,55
967,58,Male,Dress,Clothing,55
968,27,Male,Hoodie,Clothing,26
969,57,Male,Shorts,Clothing,67
970,40,Male,Coat,Outerwear,31
971,45,Male,Jeans,Clothing,66
972,47,Male,Sunglasses,Accessories,67
973,61,Male,Sneakers,Footwear,61
974,60,Male,Jacket,Outerwear,75
975,69,Male,Skirt,Clothing,90
976,58,Male,Sweater,Clothing,40
977,34,Male,T-shirt,Clothing,90
978,20,Male,Belt,Accessories,20
979,56,Male,Gloves,Accessories,40
980,64,Male,Hat,Accessories,33
981,56,Male,Boots,Footwear,98
982,27,Male,Belt,Accessories,42
983,35,Male,Coat,Outerwear,62
984,24,Male,Hat,Accessories,45
985,26,Male,Shoes,Footwear,78
986,32,Male,Handbag,Accessories,80
987,54,Male,Scarf,Accessories,96
988,62,Male,Handbag,Accessories,47
989,50,Male,Pants,Clothing,84
990,70,Male,Shoes,Footwear,31
991,48,Male,Sunglasses,Accessories,63
992,20,Male,Shorts,Clothing,97
993,46,Male,Jacket,Outerwear,99
994,51,Male,Sandals,Footwear,90
995,53,Male,Shoes,Footwear,68
996,44,Male,Jewelry,Accessories,80
997,29,Male,Sandals,Footwear,91
998,64,Male,Pants,Clothing,30
999,51,Male,Shoes,Footwear,90
1000,50,Male,Socks,Clothing,28
1001,43,Male,Socks,Clothing,46
1002,61,Male,Dress,Clothing,60
1003,55,Male,Shoes,Footwear,59
1004,56,Male,Hat,Accessories,68
1005,33,Male,Backpack,Accessories,79
1006,43,Male,Backpack,Accessories,94
1007,21,Male,Pants,Clothing,83
1008,58,Male,Gloves,Accessories,62
1009,41,Male,Scarf,Accessories,85
1010,39,Male,Hoodie,Clothing,30
1011,54,Male,Jeans,Clothing,24
1012,43,Male,Backpack,Accessories,25
1013,28,Male,Sandals,Footwear,37
1014,59,Male,Belt,Accessories,69
1015,28,Male,Shoes,Footwear,97
1016,68,Male,Gloves,Accessories,24
1017,20,Male,Belt,Accessories,30
1018,21,Male,Jacket,Outerwear,53
1019,50,Male,Dress,Clothing,70
1020,32,Male,Shirt,Clothing,76
1021,24,Male,Scarf,Accessories,95
1022,55,Male,Coat,Outerwear,51
1023,61,Male,Handbag,Accessories,41
1024,61,Male,Sunglasses,Accessories,71
1025,28,Male,T-shirt,Clothing,66
1026,60,Male,Shirt,Clothing,84
1027,49,Male,Handbag,Accessories,95
1028,33,Male,Jewelry,Accessories,90
1029,45,Male,Hoodie,Clothing,36
1030,29,Male,Gloves,Accessories,22
1031,58,Male,Coat,Outerwear,89
1032,22,Male,Sandals,Footwear,50
1033,55,Male,Boots,Footwear,36
1034,19,Male,Pants,Clothing,52
1035,68,Male,Socks,Clothing,29
1036,61,Male,Blouse,Clothing,89
1037,68,Male,Handbag,Accessories,47
1038,52,Male,Jewelry,Accessories,25
1039,41,Male,Pants,Clothing,74
1040,29,Male,Belt,Accessories,46
1041,68,Male,Jeans,Clothing,22
1042,36,Male,Shirt,Clothing,25
1043,55,Male,Belt,Accessories,80
1044,28,Male,Jeans,Clothing,76
1045,39,Male,Jeans,Clothing,30
1046,54,Male,Sweater,Clothing,79
1047,40,Male,Sneakers,Footwear,22
1048,31,Male,Socks,Clothing,36
1049,30,Male,Socks,Clothing,77
1050,45,Male,Sunglasses,Accessories,33
1051,48,Male,Sneakers,Footwear,64
1052,45,Male,Socks,Clothing,53
1053,60,Male,Shoes,Footwear,36
1054,59,Male,Blouse,Clothing,70
1055,18,Male,Shorts,Clothing,96
1056,70,Male,Jacket,Outerwear,27
1057,20,Male,Sweater,Clothing,64
1058,65,Male,Jacket,Outerwear,23
1059,29,Male,Scarf,Accessories,33
1060,22,Male,Jacket,Outerwear,34
1061,27,Male,Sweater,Clothing,35
1062,36,Male,Coat,Outerwear,62
1063,59,Male,Boots,Footwear,75
1064,62,Male,Hoodie,Clothing,29
1065,34,Male,Hat,Accessories,28
1066,59,Male,T-shirt,Clothing,20
1067,49,Male,Coat,Outerwear,96
1068,18,Male,Dress,Clothing,43
1069,55,Male,Shirt,Clothing,94
1070,38,Male,Skirt,Clothing,81
1071,50,Male,Jewelry,Accessories,75
1072,61,Male,Hat,Accessories,81
1073,48,Male,Shorts,Clothing,92
1074,22,Male,Scarf,Accessories,96
1075,48,Male,Jewelry,Accessories,71
1076,57,Male,Sunglasses,Accessories,50
1077,33,Male,Coat,Outerwear,72
1078,58,Male,Jacket,Outerwear,28
1079,37,Male,Sweater,Clothing,59
1080,18,Male,Coat,Outerwear,33
1081,65,Male,Scarf,Accessories,59
1082,62,Male,Belt,Accessories,30
1083,54,Male,Hat,Accessories,85
1084,35,Male,Backpack,Accessories,97
1085,34,Male,T-shirt,Clothing,36
1086,25,Male,Jewelry,Accessories,85
1087,53,Male,Sunglasses,Accessories,62
1088,45,Male,Jeans,Clothing,71
1089,49,Male,Pants,Clothing,21
1090,40,Male,Backpack,Accessories,61
1091,38,Male,Scarf,Accessories,58
1092,44,Male,Sweater,Clothing,80
1093,68,Male,Jewelry,Accessories,50
1094,60,Male,Sneakers,Footwear,48
1095,25,Male,Jewelry,Accessories,40
1096,19,Male,Coat,Outerwear,34
1097,57,Male,Coat,Outerwear,46
1098,58,Male,Sunglasses,Accessories,27
1099,49,Male,Handbag,Accessories,98
1100,19,Male,Sweater,Clothing,73
1101,50,Male,Pants,Clothing,28
1102,30,Male,Gloves,Accessories,76
1103,52,Male,Sweater,Clothing,83
1104,35,Male,Hoodie,Clothing,23
1105,35,Male,Hat,Accessories,28
1106,33,Male,T-shirt,Clothing,83
1107,52,Male,Skirt,Clothing,96
1108,69,Male,Sneakers,Footwear,62
1109,27,Male,Shorts,Clothing,25
1110,66,Male,Hoodie,Clothing,97
1111,28,Male,Hoodie,Clothing,61
1112,22,Male,Shoes,Footwear,66
1113,69,Male,Hoodie,Clothing,67
1114,28,Male,Sunglasses,Accessories,80
1115,55,Male,Skirt,Clothing,25
1116,30,Male,Hat,Accessories,58
1117,67,Male,Backpack,Accessories,96
1118,25,Male,Sunglasses,Accessories,77
1119,49,Male,Belt,Accessories,65
1120,34,Male,Jewelry,Accessories,36
1121,22,Male,Sneakers,Footwear,84
1122,63,Male,T-shirt,Clothing,58
1123,70,Male,Handbag,Accessories,62
1124,36,Male,Hat,Accessories,67
1125,42,Male,Sweater,Clothing,20
1126,27,Male,Sandals,Footwear,90
1127,23,Male,Scarf,Accessories,58
1128,50,Male,Shirt,Clothing,53
1129,56,Male,Gloves,Accessories,30
1130,37,Male,Hoodie,Clothing,65
1131,67,Male,Jewelry,Accessories,41
1132,67,Male,Shirt,Clothing,73
1133,50,Male,Hoodie,Clothing,98
1134,36,Male,Shoes,Footwear,36
1135,62,Male,T-shirt,Clothing,81
1136,65,Male,Skirt,Clothing,90
1137,23,Male,Handbag,Accessories,83
1138,46,Male,Shirt,Clothing,91
1139,18,Male,Pants,Clothing,36
1140,58,Male,Coat,Outerwear,53
1141,31,Male,Jeans,Clothing,39
1142,39,Male,Gloves,Accessories,33
1143,69,Male,T-shirt,Clothing,76
1144,68,Male,Boots,Footwear,23
1145,41,Male,Jeans,Clothing,54
1146,31,Male,Sneakers,Footwear,89
1147,48,Male,Sneakers,Footwear,38
1148,59,Male,Hat,Accessories,36
1149,34,Male,Pants,Clothing,66
1150,21,Male,Jewelry,Accessories,42
1151,29,Male,Jewelry,Accessories,36
1152,41,Male,Blouse,Clothing,86
1153,62,Male,Handbag,Accessories,49
1154,27,Male,Shirt,Clothing,41
1155,49,Male,Dress,Clothing,82
1156,67,Male,T-shirt,Clothing,53
1157,20,Male,Shoes,Footwear,21
1158,37,Male,Belt,Accessories,66
1159,69,Male,Belt,Accessories,89
1160,66,Male,Handbag,Accessories,55
1161,37,Male,Scarf,Accessories,42
1162,63,Male,Shorts,Clothing,52
1163,47,Male,Sandals,Footwear,92
1164,26,Male,Pants,Clothing,56
1165,68,Male,Dress,Clothing,96
1166,51,Male,T-shirt,Clothing,64
1167,48,Male,Dress,Clothing,48
1168,60,Male,Socks,Clothing,83
1169,68,Male,Scarf,Accessories,91
1170,25,Male,Backpack,Accessories,94
1171,57,Male,Skirt,Clothing,62
1172,41,Male,Socks,Clothing,55
1173,59,Male,Coat,Outerwear,68
1174,44,Male,Jewelry,Accessories,76
1175,42,Male,Backpack,Accessories,31
1176,35,Male,Belt,Accessories,81
1177,36,Male,Dress,Clothing,83
1178,54,Male,Skirt,Clothing,21
1179,37,Male,Dress,Clothing,22
1180,20,Male,T-shirt,Clothing,33
1181,23,Male,Skirt,Clothing,23
1182,61,Male,Shorts,Clothing,96
1183,37,Male,Jewelry,Accessories,21
1184,23,Male,Pants,Clothing,39
1185,63,Male,Belt,Accessories,73
1186,47,Male,Jeans,Clothing,64
1187,63,Male,Jeans,Clothing,68
1188,56,Male,Hat,Accessories,89
1189,68,Male,Blouse,Clothing,29
1190,64,Male,Shirt,Clothing,97
1191,62,Male,Shirt,Clothing,45
1192,34,Male,T-shirt,Clothing,70
1193,49,Male,Coat,Outerwear,56
1194,40,Male,Jacket,Outerwear,55
1195,50,Male,Hoodie,Clothing,46
1196,25,Male,Scarf,Accessories,95
1197,30,Male,Belt,Accessories,88
1198,54,Male,Sneakers,Footwear,92
1199,40,Male,Socks,Clothing,49
1200,49,Male,Sandals,Footwear,89
1201,27,Male,Coat,Outerwear,22
1202,27,Male,Shoes,Footwear,61
1203,48,Male,Scarf,Accessories,29
1204,40,Male,Sneakers,Footwear,82
1205,67,Male,Belt,Accessories,94
1206,52,Male,Handbag,Accessories,99
1207,22,Male,Handbag,Accessories,59
1208,62,Male,Boots,Footwear,90
1209,20,Male,Boots,Footwear,100
1210,41,Male,Pants,Clothing,62
1211,34,Male,Sunglasses,Accessories,78
1212,23,Male,Hoodie,Clothing,94
1213,32,Male,Shoes,Footwear,74
1214,68,Male,Handbag,Accessories,52
1215,30,Male,Jacket,Outerwear,81
1216,66,Male,Blouse,Clothing,20
1217,62,Male,Pants,Clothing,32
1218,50,Male,Boots,Footwear,63
1219,55,Male,Boots,Footwear,79
1220,19,Male,Sweater,Clothing,23
1221,67,Male,Gloves,Accessories,64
1222,18,Male,Socks,Clothing,69
1223,58,Male,Jeans,Clothing,69
1224,69,Male,Pants,Clothing,24
1225,62,Male,Shorts,Clothing,50
1226,28,Male,Gloves,Accessories,97
1227,53,Male,Sandals,Footwear,91
1228,27,Male,Blouse,Clothing,37
1229,55,Male,Jacket,Outerwear,55
1230,34,Male,Jewelry,Accessories,52
1231,25,Male,Hat,Accessories,80
1232,66,Male,Socks,Clothing,79
1233,57,Male,Handbag,Accessories,23
1234,46,Male,Pants,Clothing,73
1235,38,Male,Gloves,Accessories,99
1236,23,Male,Sweater,Clothing,22
1237,42,Male,Hat,Accessories,68
1238,25,Male,Dress,Clothing,92
1239,55,Male,Pants,Clothing,77
1240,62,Male,Coat,Outerwear,37
1241,41,Male,Scarf,Accessories,79
1242,58,Male,Hoodie,Clothing,51
1243,56,Male,Socks,Clothing,27
1244,25,Male,Blouse,Clothing,23
1245,70,Male,Socks,Clothing,76
1246,42,Male,Dress,Clothing,31
1247,27,Male,Hoodie,Clothing,60
1248,65,Male,T-shirt,Clothing,99
1249,62,Male,Hat,Accessories,37
1250,62,Male,Boots,Footwear,50
1251,52,Male,Jeans,Clothing,26
1252,56,Male,Shorts,Clothing,86
1253,28,Male,Sandals,Footwear,41
1254,39,Male,Sandals,Footwear,23
1255,54,Male,Sneakers,Footwear,56
1256,30,Male,Hat,Accessories,68
1257,45,Male,Coat,Outerwear,48
1258,68,Male,Dress,Clothing,67
1259,47,Male,Boots,Footwear,87
1260,68,Male,Skirt,Clothing,64
1261,63,Male,Shirt,Clothing,93
1262,20,Male,Shirt,Clothing,29
1263,29,Male,Boots,Footwear,62
1264,41,Male,Hoodie,Clothing,70
1265,52,Male,Sweater,Clothing,92
1266,32,Male,Shirt,Clothing,79
1267,20,Male,Blouse,Clothing,31
1268,47,Male,T-shirt,Clothing,83
1269,23,Male,Jacket,Outerwear,88
1270,43,Male,Jewelry,Accessories,53
1271,67,Male,Hoodie,Clothing,98
1272,70,Male,Jewelry,Accessories,57
1273,35,Male,Sandals,Footwear,80
1274,41,Male,Jeans,Clothing,29
1275,54,Male,Hat,Accessories,73
1276,55,Male,Sweater,Clothing,32
1277,51,Male,Boots,Footwear,68
1278,19,Male,Blouse,Clothing,97
1279,28,Male,Shorts,Clothing,98
1280,63,Male,Hoodie,Clothing,56
1281,30,Male,Pants,Clothing,78
1282,29,Male,Belt,Accessories,81
1283,24,Male,Shirt,Clothing,68
1284,69,Male,Shirt,Clothing,94
1285,65,Male,Dress,Clothing,93
1286,64,Male,Gloves,Accessories,99
1287,40,Male,Gloves,Accessories,49
1288,24,Male,Jeans,Clothing,28
1289,66,Male,Belt,Accessories,93
1290,35,Male,Jacket,Outerwear,24
1291,67,Male,Skirt,Clothing,35
1292,69,Male,Sandals,Footwear,68
1293,26,Male,Belt,Accessories,61
1294,23,Male,Sweater,Clothing,74
1295,27,Male,Shirt,Clothing,64
1296,30,Male,Sneakers,Footwear,60
1297,48,Male,Jeans,Clothing,29
1298,44,Male,Sandals,Footwear,85
1299,29,Male,Pants,Clothing,81
1300,29,Male,Belt,Accessories,23
1301,67,Male,T-shirt,Clothing,100
1302,42,Male,Shirt,Clothing,54
1303,23,Male,Sneakers,Footwear,25
1304,34,Male,Blouse,Clothing,32
1305,64,Male,Backpack,Accessories,63
1306,31,Male,Pants,Clothing,56
1307,54,Male,Sweater,Clothing,33
1308,23,Male,Coat,Outerwear,32
1309,59,Male,Dress,Clothing,38
1310,32,Male,Blouse,Clothing,21
1311,43,Male,Hoodie,Clothing,59
1312,32,Male,Shoes,Footwear,87
1313,66,Male,T-shirt,Clothing,79
1314,70,Male,Shoes,Footwear,28
1315,42,Male,Boots,Footwear,67
1316,56,Male,Shorts,Clothing,75
1317,28,Male,Belt,Accessories,32
1318,28,Male,Pants,Clothing,43
1319,52,Male,Shorts,Clothing,93
1320,65,Male,Sunglasses,Accessories,24
1321,56,Male,Hat,Accessories,31
1322,59,Male,T-shirt,Clothing,84
1323,23,Male,Pants,Clothing,74
1324,58,Male,Shorts,Clothing,62
1325,39,Male,Jewelry,Accessories,77
1326,28,Male,Backpack,Accessories,73
1327,40,Male,Shoes,Footwear,50
1328,52,Male,Coat,Outerwear,40
1329,37,Male,Sweater,Clothing,97
1330,70,Male,Gloves,Accessories,63
1331,30,Male,Handbag,Accessories,65
1332,38,Male,Socks,Clothing,91
1333,66,Male,Hoodie,Clothing,60
1334,29,Male,Pants,Clothing,69
1335,46,Male,Coat,Outerwear,52
1336,56,Male,Boots,Footwear,49
1337,23,Male,Sneakers,Footwear,85
1338,37,Male,Sweater,Clothing,86
1339,56,Male,Handbag,Accessories,51
1340,36,Male,Belt,Accessories,56
1341,40,Male,Belt,Accessories,72
1342,26,Male,Hoodie,Clothing,27
1343,57,Male,Sunglasses,Accessories,43
1344,68,Male,Sneakers,Footwear,56
1345,56,Male,T-shirt,Clothing,37
1346,40,Male,Dress,Clothing,21
1347,44,Male,Hoodie,Clothing,91
1348,44,Male,Sweater,Clothing,95
1349,19,Male,Belt,Accessories,54
1350,21,Male,Socks,Clothing,36
1351,31,Male,Sunglasses,Accessories,71
1352,30,Male,Coat,Outerwear,31
1353,65,Male,Hat,Accessories,89
1354,39,Male,Pants,Clothing,83
1355,64,Male,Backpack,Accessories,42
1356,59,Male,Shorts,Clothing,91
1357,49,Male,Jacket,Outerwear,61
1358,24,Male,Backpack,Accessories,66
1359,19,Male,Scarf,Accessories,22
1360,27,Male,Hoodie,Clothing,68
1361,56,Male,Skirt,Clothing,43
1362,49,Male,Dress,Clothing,32
1363,41,Male,Coat,Outerwear,46
1364,36,Male,Blouse,Clothing,90
1365,68,Male,Hat,Accessories,75
1366,28,Male,Handbag,Accessories,69
1367,45,Male,Belt,Accessories,40
1368,60,Male,Belt,Accessories,63
1369,21,Male,Shirt,Clothing,36
1370,32,Male,Shoes,Footwear,75
1371,27,Male,Scarf,Accessories,67
1372,40,Male,Pants,Clothing,64
1373,64,Male,Blouse,Clothing,61
1374,18,Male,Gloves,Accessories,40
1375,22,Male,Handbag,Accessories,97
1376,42,Male,Sneakers,Footwear,31
1377,57,Male,Sandals,Footwear,65
1378,33,Male,Sunglasses,Accessories,54
1379,37,Male,Jacket,Outerwear,49
1380,21,Male,T-shirt,Clothing,64
1381,51,Male,Sneakers,Footwear,35
1382,30,Male,Shoes,Footwear,86
1383,68,Male,Jacket,Outerwear,55
1384,36,Male,Scarf,Accessories,58
1385,46,Male,Sneakers,Footwear,96
1386,41,Male,Jewelry,Accessories,64
1387,68,Male,Jacket,Outerwear,56
1388,21,Male,Blouse,Clothing,85
1389,62,Male,Dress,Clothing,23
1390,59,Male,Scarf,Accessories,72
1391,25,Male,Hat,Accessories,38
1392,53,Male,Blouse,Clothing,29
1393,31,Male,Gloves,Accessories,46
1394,46,Male,Gloves,Accessories,58
1395,26,Male,Coat,Outerwear,43
1396,47,Male,Scarf,Accessories,32
1397,37,Male,Pants,Clothing,30
1398,55,Male,Sunglasses,Accessories,67
1399,30,Male,Dress,Clothing,45
1400,19,Male,Hat,Accessories,81
1401,36,Male,Backpack,Accessories,23
1402,23,Male,Sandals,Footwear,59
1403,62,Male,Sunglasses,Accessories,21
1404,26,Male,Backpack,Accessories,20
1405,36,Male,Jewelry,Accessories,28
1406,33,Male,Socks,Clothing,100
1407,32,Male,Shirt,Clothing,46
1408,56,Male,Handbag,Accessories,61
1409,58,Male,Blouse,Clothing,58
1410,34,Male,Backpack,Accessories,50
1411,61,Male,Hat,Accessories,93
1412,48,Male,Skirt,Clothing,24
1413,25,Male,Shorts,Clothing,100
1414,51,Male,Blouse,Clothing,79
1415,29,Male,Socks,Clothing,51
1416,54,Male,Belt,Accessories,90
1417,48,Male,Boots,Footwear,56
1418,62,Male,Shorts,Clothing,25
1419,18,Male,Shirt,Clothing,75
1420,43,Male,Handbag,Accessories,75
1421,22,Male,Jeans,Clothing,53
1422,68,Male,Dress,Clothing,100
1423,44,Male,Dress,Clothing,27
1424,51,Male,Sandals,Footwear,60
1425,66,Male,Jacket,Outerwear,23
1426,59,Male,Coat,Outerwear,40
1427,60,Male,Pants,Clothing,38
1428,31,Male,Backpack,Accessories,90
1429,20,Male,Blouse,Clothing,97
1430,24,Male,Skirt,Clothing,38
1431,48,Male,Sandals,Footwear,30
1432,39,Male,Pants,Clothing,88
1433,34,Male,Hat,Accessories,33
1434,70,Male,Hoodie,Clothing,60
1435,59,Male,Sweater,Clothing,64
1436,45,Male,Scarf,Accessories,95
1437,35,Male,Sneakers,Footwear,83
1438,69,Male,Boots,Footwear,97
1439,58,Male,Coat,Outerwear,38
1440,25,Male,Boots,Footwear,48
1441,27,Male,Sandals,Footwear,76
1442,34,Male,Pants,Clothing,25
